,metal,ox,ligstr,complex.size,spin,geom
1376,cr,3.0,cyanopyridine_cyanopyridine_thiopyridine_thiopyridine,49.0,2.0,tetrahedral
1377,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_hydrogensulfide,40.0,2.0,tetrahedral
1378,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_hydroxyl,39.0,2.0,tetrahedral
1379,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_thiopyridine,49.0,2.0,tetrahedral
1380,cr,3.0,hydroxyl_hydrogensulfide_hydrogensulfide_hydrogensulfide,12.0,2.0,tetrahedral
1381,cr,3.0,hydroxyl_hydroxyl_hydrogensulfide_hydrogensulfide,11.0,2.0,tetrahedral
1382,cr,3.0,scn_scn_hydroxyl_hydroxyl,11.0,2.0,tetrahedral
1383,cr,3.0,scn_scn_scn_cyanopyridine,22.0,2.0,tetrahedral
1384,cr,3.0,scn_scn_scn_hydrogensulfide,13.0,2.0,tetrahedral
1385,cr,3.0,scn_scn_scn_hydroxyl,12.0,2.0,tetrahedral
1386,cr,3.0,scn_scn_scn_thiopyridine,22.0,2.0,tetrahedral
1387,cr,3.0,thiopyridine_hydroxyl_hydroxyl_hydroxyl,19.0,2.0,tetrahedral
1388,cr,3.0,thiopyridine_thiopyridine_hydroxyl_hydroxyl,29.0,2.0,tetrahedral
1389,cr,3.0,thiopyridine_thiopyridine_thiopyridine_hydrogensulfide,40.0,2.0,tetrahedral
1390,cr,3.0,thiopyridine_thiopyridine_thiopyridine_hydroxyl,39.0,2.0,tetrahedral
1391,fe,3.0,acetonitrile_methylamine_methylamine_methylamine,28.0,2.0,tetrahedral
1392,fe,3.0,acetonitrile_thiopyridine_thiopyridine_thiopyridine,43.0,2.0,tetrahedral
1393,fe,3.0,acetonitrile_acetonitrile_methylamine_methylamine,27.0,2.0,tetrahedral
1394,fe,3.0,acetonitrile_acetonitrile_acetonitrile_cyanopyridine,31.0,2.0,tetrahedral
1395,fe,3.0,acetonitrile_acetonitrile_acetonitrile_methylamine,26.0,2.0,tetrahedral
1396,fe,3.0,cyanopyridine_cyanopyridine_methylamine_methylamine,39.0,2.0,tetrahedral
1397,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_methylamine,44.0,2.0,tetrahedral
1398,fe,3.0,scn_thiopyridine_thiopyridine_thiopyridine,40.0,2.0,tetrahedral
1399,fe,3.0,scn_scn_benzisc_benzisc,39.0,2.0,tetrahedral
1400,fe,3.0,scn_scn_cyanopyridine_cyanopyridine,31.0,2.0,tetrahedral
1401,fe,3.0,scn_scn_thiopyridine_thiopyridine,31.0,2.0,tetrahedral
1402,fe,3.0,scn_scn_scn_benzisc,26.0,2.0,tetrahedral
1403,fe,3.0,scn_scn_scn_cyanopyridine,22.0,2.0,tetrahedral
1404,fe,3.0,scn_scn_scn_methylamine,17.0,2.0,tetrahedral
1405,fe,3.0,scn_scn_scn_thiopyridine,22.0,2.0,tetrahedral
1406,mn,2.0,furan_pph3_pph3_pph3,112.0,2.0,tetrahedral
1407,mn,2.0,furan_furan_furan_hydroxyl,30.0,2.0,tetrahedral
1408,mn,2.0,furan_furan_furan_pph3,62.0,2.0,tetrahedral
1409,mn,2.0,pph3_hydroxyl_hydroxyl_hydroxyl,41.0,2.0,tetrahedral
1410,mn,2.0,pph3_pph3_thiopyridine_thiopyridine,93.0,2.0,tetrahedral
1411,mn,2.0,pph3_pph3_pph3_thiopyridine,115.0,2.0,tetrahedral
1412,mn,2.0,thiopyridine_hydroxyl_hydroxyl_hydroxyl,19.0,2.0,tetrahedral
1413,mn,3.0,cyanopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,1.0,tetrahedral
1414,mn,3.0,cyanopyridine_cyanopyridine_thiopyridine_thiopyridine,49.0,1.0,tetrahedral
1415,co,2.0,en_en_en_en,25.0,4.0,square planar
1416,cr,2.0,acac_acac_acac_acac,29.0,5.0,square planar
1417,cr,2.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,5.0,square planar
1418,cr,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,5.0,square planar
1419,cr,2.0,ammonia_ammonia_ammonia_ammonia,17.0,5.0,square planar
1420,cr,2.0,benzisc_benzisc_benzisc_benzisc,65.0,5.0,square planar
1421,cr,2.0,bipy_bipy_bipy_bipy,41.0,5.0,square planar
1422,cr,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,5.0,square planar
1423,cr,2.0,cn_cn_cn_cn,9.0,5.0,square planar
1424,cr,2.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,5.0,square planar
1425,cr,2.0,en_en_en_en,25.0,5.0,square planar
1426,cr,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,5.0,square planar
1427,cr,2.0,furan_furan_furan_furan,37.0,5.0,square planar
1428,cr,2.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,5.0,square planar
1429,cr,2.0,mebipy_mebipy_mebipy_mebipy,53.0,5.0,square planar
1430,cr,2.0,mec_mec_mec_mec,31.0,5.0,square planar
1431,cr,2.0,methylamine_methylamine_methylamine_methylamine,29.0,5.0,square planar
1432,cr,2.0,misc_misc_misc_misc,25.0,5.0,square planar
1433,cr,2.0,ncs_ncs_ncs_ncs,13.0,5.0,square planar
1434,cr,2.0,ox_ox_ox_ox,13.0,5.0,square planar
1435,cr,2.0,phen_phen_phen_phen,45.0,5.0,square planar
1436,cr,2.0,phenisc_phenisc_phenisc_phenisc,53.0,5.0,square planar
1437,cr,2.0,phosphine_phosphine_phosphine_phosphine,17.0,5.0,square planar
1438,cr,2.0,pisc_pisc_pisc_pisc,101.0,5.0,square planar
1439,cr,2.0,pyridine_pyridine_pyridine_pyridine,45.0,5.0,square planar
1440,cr,2.0,tbuc_tbuc_tbuc_tbuc,49.0,5.0,square planar
1441,cr,2.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,5.0,square planar
1442,cr,2.0,water_water_water_water,13.0,5.0,square planar
1443,cr,3.0,benzisc_benzisc_benzisc_benzisc,65.0,4.0,square planar
1444,cr,3.0,furan_furan_furan_furan,37.0,4.0,square planar
1445,cr,3.0,phenisc_phenisc_phenisc_phenisc,53.0,4.0,square planar
1446,cr,3.0,pisc_pisc_pisc_pisc,101.0,4.0,square planar
1447,mn,3.0,acac_acac_acac_acac,29.0,5.0,square planar
1448,mn,3.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,5.0,square planar
1449,mn,3.0,ammonia_ammonia_ammonia_ammonia,17.0,5.0,square planar
1450,mn,3.0,benzisc_benzisc_benzisc_benzisc,65.0,5.0,square planar
1451,mn,3.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,5.0,square planar
1452,mn,3.0,cn_cn_cn_cn,9.0,5.0,square planar
1453,mn,3.0,en_en_en_en,25.0,5.0,square planar
1454,mn,3.0,fluoride_fluoride_fluoride_fluoride,5.0,5.0,square planar
1455,mn,3.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,5.0,square planar
1456,mn,3.0,mec_mec_mec_mec,31.0,5.0,square planar
1457,mn,3.0,methylamine_methylamine_methylamine_methylamine,29.0,5.0,square planar
1458,mn,3.0,misc_misc_misc_misc,25.0,5.0,square planar
1459,mn,3.0,ox_ox_ox_ox,13.0,5.0,square planar
1460,mn,3.0,phosphine_phosphine_phosphine_phosphine,17.0,5.0,square planar
1461,mn,3.0,tbuc_tbuc_tbuc_tbuc,49.0,5.0,square planar
1462,mn,3.0,water_water_water_water,13.0,5.0,square planar
1463,ni,2.0,bipy_bipy_bipy_bipy,41.0,3.0,square planar
1464,ni,2.0,en_en_en_en,25.0,3.0,square planar
1465,ni,2.0,thiopyridine_thiopyridine_fluoride_fluoride,27.0,3.0,square planar
1466,cr,3.0,formaldehyde_formaldehyde_formaldehyde_iodide,14.0,4.0,square planar
1467,cr,3.0,iodide_hydrogensulfide_hydrogensulfide_hydrogensulfide,11.0,4.0,square planar
1468,cr,3.0,cyanopyridine_formaldehyde_formaldehyde_formaldehyde,25.0,4.0,square planar
1469,cr,3.0,formaldehyde_thiopyridine_thiopyridine_thiopyridine,41.0,4.0,square planar
1470,cr,3.0,formaldehyde_formaldehyde_thiopyridine_thiopyridine,33.0,4.0,square planar
1471,cr,3.0,formaldehyde_formaldehyde_formaldehyde_thiopyridine,25.0,4.0,square planar
1472,cr,3.0,ncs_formaldehyde_formaldehyde_formaldehyde,16.0,4.0,square planar
1473,cr,3.0,ncs_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,4.0,square planar
1474,cr,3.0,ncs_ncs_formaldehyde_formaldehyde,15.0,4.0,square planar
1475,cr,3.0,ncs_ncs_hydrogensulfide_hydrogensulfide,13.0,4.0,square planar
1476,cr,3.0,scn_formaldehyde_formaldehyde_formaldehyde,16.0,4.0,square planar
1477,cr,3.0,pyridine_hydrogensulfide_hydrogensulfide_hydrogensulfide,21.0,4.0,square planar
1478,ni,2.0,cyanate_cyanate_pyridine_pyridine,29.0,3.0,square planar
1479,cr,3.0,cyanopyridine_hydrogensulfide_hydrogensulfide_hydrogensulfide,22.0,4.0,square planar
1480,cr,3.0,cyanopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,4.0,square planar
1481,cr,3.0,cyanopyridine_cyanopyridine_hydrogensulfide_hydrogensulfide,31.0,4.0,square planar
1482,cr,3.0,scn_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,4.0,square planar
1483,cr,3.0,thiopyridine_thiopyridine_hydrogensulfide_hydrogensulfide,31.0,4.0,square planar
1484,cr,3.0,thiopyridine_thiopyridine_thiopyridine_hydrogensulfide,40.0,4.0,square planar
1485,co,2.0,acac_acac_acac_acac,29.0,2.0,square planar
1486,co,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,2.0,square planar
1487,co,2.0,ammonia_ammonia_ammonia_ammonia,17.0,2.0,square planar
1488,co,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,2.0,square planar
1489,co,2.0,cn_cn_cn_cn,9.0,2.0,square planar
1490,co,2.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,2.0,square planar
1491,co,2.0,en_en_en_en,25.0,2.0,square planar
1492,co,2.0,fluoride_fluoride_fluoride_fluoride,5.0,2.0,square planar
1493,co,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,2.0,square planar
1494,co,2.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,2.0,square planar
1495,co,2.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,2.0,square planar
1496,co,2.0,mec_mec_mec_mec,31.0,2.0,square planar
1497,co,2.0,methylamine_methylamine_methylamine_methylamine,29.0,2.0,square planar
1498,co,2.0,misc_misc_misc_misc,25.0,2.0,square planar
1499,co,2.0,ncs_ncs_ncs_ncs,13.0,2.0,square planar
1500,co,2.0,ox_ox_ox_ox,13.0,2.0,square planar
1501,co,2.0,phenisc_phenisc_phenisc_phenisc,53.0,2.0,square planar
1502,co,2.0,phosphine_phosphine_phosphine_phosphine,17.0,2.0,square planar
1503,co,2.0,pisc_pisc_pisc_pisc,101.0,2.0,square planar
1504,co,2.0,pyridine_pyridine_pyridine_pyridine,45.0,2.0,square planar
1505,co,2.0,tbuc_tbuc_tbuc_tbuc,49.0,2.0,square planar
1506,co,2.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,2.0,square planar
1507,co,2.0,water_water_water_water,13.0,2.0,square planar
1508,co,3.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,1.0,square planar
1509,co,3.0,benzisc_benzisc_benzisc_benzisc,65.0,1.0,square planar
1510,co,3.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,1.0,square planar
1511,co,3.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,1.0,square planar
1512,co,3.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,1.0,square planar
1513,co,3.0,mec_mec_mec_mec,31.0,1.0,square planar
1514,co,3.0,misc_misc_misc_misc,25.0,1.0,square planar
1515,co,3.0,ox_ox_ox_ox,13.0,1.0,square planar
1516,co,3.0,phenisc_phenisc_phenisc_phenisc,53.0,1.0,square planar
1517,co,3.0,pisc_pisc_pisc_pisc,101.0,1.0,square planar
1518,co,3.0,pyridine_pyridine_pyridine_pyridine,45.0,1.0,square planar
1519,co,3.0,tbuc_tbuc_tbuc_tbuc,49.0,1.0,square planar
1520,cr,2.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,1.0,square planar
1521,cr,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,1.0,square planar
1522,cr,2.0,ammonia_ammonia_ammonia_ammonia,17.0,1.0,square planar
1523,cr,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,1.0,square planar
1524,cr,2.0,cn_cn_cn_cn,9.0,1.0,square planar
1525,cr,2.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,1.0,square planar
1526,cr,2.0,en_en_en_en,25.0,1.0,square planar
1527,cr,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,1.0,square planar
1528,cr,2.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,1.0,square planar
1529,cr,2.0,misc_misc_misc_misc,25.0,1.0,square planar
1530,cr,2.0,phen_phen_phen_phen,45.0,1.0,square planar
1531,cr,2.0,phenisc_phenisc_phenisc_phenisc,53.0,1.0,square planar
1532,cr,2.0,phosphine_phosphine_phosphine_phosphine,17.0,1.0,square planar
1533,cr,2.0,pisc_pisc_pisc_pisc,101.0,1.0,square planar
1534,cr,2.0,water_water_water_water,13.0,1.0,square planar
1535,cr,3.0,benzisc_benzisc_benzisc_benzisc,65.0,2.0,square planar
1536,fe,2.0,acac_acac_acac_acac,29.0,1.0,square planar
1537,fe,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,1.0,square planar
1538,fe,2.0,ammonia_ammonia_ammonia_ammonia,17.0,1.0,square planar
1539,fe,2.0,benzisc_benzisc_benzisc_benzisc,65.0,1.0,square planar
1540,fe,2.0,bipy_bipy_bipy_bipy,41.0,1.0,square planar
1541,fe,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,1.0,square planar
1542,fe,2.0,cn_cn_cn_cn,9.0,1.0,square planar
1543,fe,2.0,en_en_en_en,25.0,1.0,square planar
1544,fe,2.0,mebipy_mebipy_mebipy_mebipy,53.0,1.0,square planar
1545,fe,2.0,mec_mec_mec_mec,31.0,1.0,square planar
1546,fe,2.0,methylamine_methylamine_methylamine_methylamine,29.0,1.0,square planar
1547,fe,2.0,misc_misc_misc_misc,25.0,1.0,square planar
1548,fe,2.0,ncs_ncs_ncs_ncs,13.0,1.0,square planar
1549,fe,2.0,phen_phen_phen_phen,45.0,1.0,square planar
1550,fe,2.0,phenisc_phenisc_phenisc_phenisc,53.0,1.0,square planar
1551,fe,2.0,phosphine_phosphine_phosphine_phosphine,17.0,1.0,square planar
1552,fe,2.0,pisc_pisc_pisc_pisc,101.0,1.0,square planar
1553,fe,2.0,tbuc_tbuc_tbuc_tbuc,49.0,1.0,square planar
1554,fe,2.0,water_water_water_water,13.0,1.0,square planar
1555,fe,3.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,2.0,square planar
1556,fe,3.0,mebipy_mebipy_mebipy_mebipy,53.0,2.0,square planar
1557,fe,3.0,mec_mec_mec_mec,31.0,2.0,square planar
1558,fe,3.0,phenisc_phenisc_phenisc_phenisc,53.0,2.0,square planar
1559,fe,3.0,pisc_pisc_pisc_pisc,101.0,2.0,square planar
1560,fe,3.0,tbuc_tbuc_tbuc_tbuc,49.0,2.0,square planar
1561,fe,3.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,2.0,square planar
1562,mn,2.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,2.0,square planar
1563,mn,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,2.0,square planar
1564,mn,2.0,ammonia_ammonia_ammonia_ammonia,17.0,2.0,square planar
1565,mn,2.0,benzisc_benzisc_benzisc_benzisc,65.0,2.0,square planar
1566,mn,2.0,bipy_bipy_bipy_bipy,41.0,2.0,square planar
1567,mn,2.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,2.0,square planar
1568,mn,2.0,cn_cn_cn_cn,9.0,2.0,square planar
1569,mn,2.0,en_en_en_en,25.0,2.0,square planar
1570,mn,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,2.0,square planar
1571,mn,2.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,2.0,square planar
1572,mn,2.0,mebipy_mebipy_mebipy_mebipy,53.0,2.0,square planar
1573,mn,2.0,mec_mec_mec_mec,31.0,2.0,square planar
1574,mn,2.0,misc_misc_misc_misc,25.0,2.0,square planar
1575,mn,2.0,ox_ox_ox_ox,13.0,2.0,square planar
1576,mn,2.0,phen_phen_phen_phen,45.0,2.0,square planar
1577,mn,2.0,phenisc_phenisc_phenisc_phenisc,53.0,2.0,square planar
1578,mn,2.0,phosphine_phosphine_phosphine_phosphine,17.0,2.0,square planar
1579,mn,2.0,pisc_pisc_pisc_pisc,101.0,2.0,square planar
1580,mn,2.0,water_water_water_water,13.0,2.0,square planar
1581,mn,3.0,benzisc_benzisc_benzisc_benzisc,65.0,1.0,square planar
1582,mn,3.0,carbonyl_carbonyl_carbonyl_carbonyl,9.0,1.0,square planar
1583,mn,3.0,ox_ox_ox_ox,13.0,1.0,square planar
1584,mn,3.0,phenisc_phenisc_phenisc_phenisc,53.0,1.0,square planar
1585,mn,3.0,phosphine_phosphine_phosphine_phosphine,17.0,1.0,square planar
1586,mn,3.0,pisc_pisc_pisc_pisc,101.0,1.0,square planar
1587,ni,2.0,acac_acac_acac_acac,29.0,1.0,square planar
1588,ni,2.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,1.0,square planar
1589,ni,2.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,1.0,square planar
1590,ni,2.0,ammonia_ammonia_ammonia_ammonia,17.0,1.0,square planar
1591,ni,2.0,benzisc_benzisc_benzisc_benzisc,65.0,1.0,square planar
1592,ni,2.0,cn_cn_cn_cn,9.0,1.0,square planar
1593,ni,2.0,cyanate_cyanate_cyanate_cyanate,13.0,1.0,square planar
1594,ni,2.0,en_en_en_en,25.0,1.0,square planar
1595,ni,2.0,fluoride_fluoride_fluoride_fluoride,5.0,1.0,square planar
1596,ni,2.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,1.0,square planar
1597,ni,2.0,furan_furan_furan_furan,37.0,1.0,square planar
1598,ni,2.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,1.0,square planar
1599,ni,2.0,iodide_iodide_iodide_iodide,5.0,1.0,square planar
1600,ni,2.0,mebipy_mebipy_mebipy_mebipy,53.0,1.0,square planar
1601,ni,2.0,mec_mec_mec_mec,31.0,1.0,square planar
1602,ni,2.0,methylamine_methylamine_methylamine_methylamine,29.0,1.0,square planar
1603,ni,2.0,misc_misc_misc_misc,25.0,1.0,square planar
1604,ni,2.0,ncs_ncs_ncs_ncs,13.0,1.0,square planar
1605,ni,2.0,ox_ox_ox_ox,13.0,1.0,square planar
1606,ni,2.0,phen_phen_phen_phen,45.0,1.0,square planar
1607,ni,2.0,phenisc_phenisc_phenisc_phenisc,53.0,1.0,square planar
1608,ni,2.0,phosphine_phosphine_phosphine_phosphine,17.0,1.0,square planar
1609,ni,2.0,pisc_pisc_pisc_pisc,101.0,1.0,square planar
1610,ni,2.0,pyridine_pyridine_pyridine_pyridine,45.0,1.0,square planar
1611,ni,2.0,tbuc_tbuc_tbuc_tbuc,49.0,1.0,square planar
1612,ni,2.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,1.0,square planar
1613,ni,2.0,water_water_water_water,13.0,1.0,square planar
1614,co,2.0,ammonia_ammonia_fluoride_fluoride,11.0,2.0,square planar
1615,co,2.0,ammonia_ammonia_ammonia_chloride,14.0,2.0,square planar
1616,co,2.0,ammonia_ammonia_ammonia_fluoride,14.0,2.0,square planar
1617,co,2.0,cn_cn_fluoride_fluoride,7.0,2.0,square planar
1618,co,2.0,formaldehyde_formaldehyde_formaldehyde_fluoride,14.0,2.0,square planar
1619,fe,2.0,fluoride_fluoride_hydrogensulfide_hydrogensulfide,9.0,1.0,square planar
1620,fe,2.0,formaldehyde_formaldehyde_water_water,15.0,1.0,square planar
1621,fe,2.0,formaldehyde_formaldehyde_formaldehyde_fluoride,14.0,1.0,square planar
1622,fe,2.0,formaldehyde_formaldehyde_formaldehyde_water,16.0,1.0,square planar
1623,fe,2.0,furan_water_water_water,19.0,1.0,square planar
1624,fe,2.0,furan_furan_fluoride_fluoride,21.0,1.0,square planar
1625,fe,2.0,furan_furan_water_water,25.0,1.0,square planar
1626,fe,2.0,pyridine_pyridine_fluoride_fluoride,25.0,1.0,square planar
1627,fe,2.0,pyridine_pyridine_water_water,29.0,1.0,square planar
1628,fe,2.0,pyridine_pyridine_pyridine_water,37.0,1.0,square planar
1629,fe,2.0,scn_water_water_water,13.0,1.0,square planar
1630,fe,2.0,scn_scn_water_water,13.0,1.0,square planar
1631,fe,2.0,water_water_fluoride_fluoride,9.0,1.0,square planar
1632,fe,2.0,water_water_water_chloride,11.0,1.0,square planar
1633,fe,2.0,water_water_water_fluoride,11.0,1.0,square planar
1634,fe,3.0,benzisc_benzisc_benzisc_fluoride,50.0,2.0,square planar
1635,fe,3.0,formaldehyde_formaldehyde_fluoride_fluoride,11.0,2.0,square planar
1636,ni,2.0,acetonitrile_acetonitrile_fluoride_fluoride,15.0,1.0,square planar
1637,ni,2.0,acetonitrile_acetonitrile_acetonitrile_fluoride,20.0,1.0,square planar
1638,ni,2.0,cyanate_cyanate_cyanate_fluoride,11.0,1.0,square planar
1639,ni,2.0,pyridine_pyridine_fluoride_fluoride,25.0,1.0,square planar
1640,ni,2.0,pyridine_pyridine_pyridine_fluoride,35.0,1.0,square planar
1641,ni,2.0,thiopyridine_fluoride_fluoride_fluoride,16.0,1.0,square planar
1642,ni,2.0,thiopyridine_thiopyridine_fluoride_fluoride,27.0,1.0,square planar
1643,ni,2.0,thiopyridine_thiopyridine_thiopyridine_fluoride,38.0,1.0,square planar
1644,co,2.0,ammonia_ammonia_iodide_iodide,11.0,2.0,square planar
1645,co,2.0,cn_cn_iodide_iodide,7.0,2.0,square planar
1646,co,2.0,cn_cn_cn_iodide,8.0,2.0,square planar
1647,co,3.0,benzisc_benzisc_iodide_iodide,35.0,1.0,square planar
1648,co,3.0,formaldehyde_formaldehyde_iodide_iodide,11.0,1.0,square planar
1649,co,3.0,methylamine_iodide_iodide_iodide,11.0,1.0,square planar
1650,co,3.0,methylamine_methylamine_iodide_iodide,17.0,1.0,square planar
1651,co,3.0,thiopyridine_thiopyridine_iodide_iodide,27.0,1.0,square planar
1652,co,3.0,thiopyridine_thiopyridine_thiopyridine_iodide,38.0,1.0,square planar
1653,fe,3.0,acetonitrile_acetonitrile_iodide_iodide,15.0,2.0,square planar
1654,fe,3.0,acetonitrile_acetonitrile_acetonitrile_iodide,20.0,2.0,square planar
1655,fe,3.0,ammonia_ammonia_iodide_iodide,11.0,2.0,square planar
1656,fe,3.0,ammonia_ammonia_ammonia_iodide,14.0,2.0,square planar
1657,fe,3.0,benzisc_iodide_iodide_iodide,20.0,2.0,square planar
1658,fe,3.0,benzisc_benzisc_iodide_iodide,35.0,2.0,square planar
1659,fe,3.0,benzisc_benzisc_benzisc_iodide,50.0,2.0,square planar
1660,fe,3.0,cyanopyridine_cyanopyridine_iodide_iodide,27.0,2.0,square planar
1661,fe,3.0,formaldehyde_iodide_iodide_iodide,8.0,2.0,square planar
1662,fe,3.0,methylamine_iodide_iodide_iodide,11.0,2.0,square planar
1663,fe,3.0,methylamine_methylamine_iodide_iodide,17.0,2.0,square planar
1664,fe,3.0,pyridine_pyridine_iodide_iodide,25.0,2.0,square planar
1665,fe,3.0,thiopyridine_thiopyridine_iodide_iodide,27.0,2.0,square planar
1666,mn,3.0,formaldehyde_formaldehyde_formaldehyde_iodide,14.0,1.0,square planar
1667,co,2.0,acetonitrile_formaldehyde_formaldehyde_formaldehyde,19.0,2.0,square planar
1668,co,2.0,acetonitrile_acetonitrile_acetonitrile_formaldehyde,23.0,2.0,square planar
1669,co,2.0,ammonia_ammonia_formaldehyde_formaldehyde,17.0,2.0,square planar
1670,co,2.0,ammonia_ammonia_ammonia_formaldehyde,17.0,2.0,square planar
1671,co,2.0,cn_formaldehyde_formaldehyde_formaldehyde,15.0,2.0,square planar
1672,co,2.0,cn_cn_formaldehyde_formaldehyde,13.0,2.0,square planar
1673,co,2.0,cn_cn_cn_formaldehyde,11.0,2.0,square planar
1674,co,2.0,scn_scn_scn_formaldehyde,14.0,2.0,square planar
1675,co,3.0,benzisc_formaldehyde_formaldehyde_formaldehyde,29.0,1.0,square planar
1676,co,3.0,benzisc_benzisc_formaldehyde_formaldehyde,41.0,1.0,square planar
1677,co,3.0,benzisc_benzisc_benzisc_formaldehyde,53.0,1.0,square planar
1678,co,3.0,ncs_benzisc_benzisc_benzisc,52.0,1.0,square planar
1679,co,3.0,ncs_methylamine_methylamine_methylamine,25.0,1.0,square planar
1680,co,3.0,ncs_thiopyridine_thiopyridine_thiopyridine,40.0,1.0,square planar
1681,co,3.0,ncs_ncs_methylamine_methylamine,21.0,1.0,square planar
1682,co,3.0,ncs_ncs_thiopyridine_thiopyridine,31.0,1.0,square planar
1683,co,3.0,ncs_ncs_ncs_benzisc,26.0,1.0,square planar
1684,co,3.0,scn_scn_ncs_ncs,13.0,1.0,square planar
1685,fe,2.0,ncs_ncs_hydrogensulfide_hydrogensulfide,13.0,1.0,square planar
1686,fe,2.0,scn_formaldehyde_formaldehyde_formaldehyde,16.0,1.0,square planar
1687,fe,2.0,scn_scn_formaldehyde_formaldehyde,15.0,1.0,square planar
1688,fe,2.0,scn_scn_scn_formaldehyde,14.0,1.0,square planar
1689,fe,3.0,benzisc_formaldehyde_formaldehyde_formaldehyde,29.0,2.0,square planar
1690,fe,3.0,benzisc_benzisc_formaldehyde_formaldehyde,41.0,2.0,square planar
1691,fe,3.0,formaldehyde_formaldehyde_formaldehyde_pyridine,24.0,2.0,square planar
1692,fe,3.0,ncs_acetonitrile_acetonitrile_acetonitrile,22.0,2.0,square planar
1693,fe,3.0,ncs_ammonia_ammonia_ammonia,16.0,2.0,square planar
1694,fe,3.0,ncs_benzisc_benzisc_benzisc,52.0,2.0,square planar
1695,fe,3.0,ncs_methylamine_methylamine_methylamine,25.0,2.0,square planar
1696,fe,3.0,ncs_ncs_acetonitrile_acetonitrile,19.0,2.0,square planar
1697,fe,3.0,ncs_ncs_ammonia_ammonia,15.0,2.0,square planar
1698,fe,3.0,ncs_ncs_formaldehyde_formaldehyde,15.0,2.0,square planar
1699,fe,3.0,ncs_ncs_methylamine_methylamine,21.0,2.0,square planar
1700,fe,3.0,scn_formaldehyde_formaldehyde_formaldehyde,16.0,2.0,square planar
1701,mn,2.0,ncs_ncs_thiopyridine_thiopyridine,31.0,2.0,square planar
1702,mn,3.0,formaldehyde_formaldehyde_pyridine_pyridine,31.0,1.0,square planar
1703,mn,3.0,formaldehyde_formaldehyde_thiopyridine_thiopyridine,33.0,1.0,square planar
