,metal,ox,ligstr,complex.size,spin,geom
755,fe,3.0,scn_scn_pyridine_pyridine,29.0,6.0,tetrahedral
756,fe,3.0,scn_scn_scn_ammonia,14.0,6.0,tetrahedral
757,fe,3.0,scn_scn_scn_pyridine,21.0,6.0,tetrahedral
758,mn,2.0,cyanate_furan_furan_furan,31.0,6.0,tetrahedral
759,mn,2.0,cyanate_hydroxyl_hydroxyl_hydroxyl,10.0,6.0,tetrahedral
760,mn,2.0,cyanate_cyanate_thiopyridine_thiopyridine,31.0,6.0,tetrahedral
761,mn,2.0,cyanate_cyanate_cyanate_furan,19.0,6.0,tetrahedral
762,mn,2.0,cyanate_cyanate_cyanate_thiopyridine,22.0,6.0,tetrahedral
763,mn,3.0,cyanopyridine_pyridine_pyridine_pyridine,46.0,5.0,tetrahedral
764,mn,3.0,cyanopyridine_cyanopyridine_pyridine_pyridine,47.0,5.0,tetrahedral
765,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_pyridine,48.0,5.0,tetrahedral
766,mn,3.0,pyridine_thiopyridine_thiopyridine_thiopyridine,48.0,5.0,tetrahedral
767,mn,3.0,pyridine_pyridine_thiopyridine_thiopyridine,47.0,5.0,tetrahedral
768,mn,3.0,pyridine_pyridine_pyridine_thiopyridine,46.0,5.0,tetrahedral
769,ni,2.0,acetonitrile_pyridine_pyridine_pyridine,40.0,3.0,tetrahedral
770,ni,2.0,acetonitrile_acetonitrile_pyridine_pyridine,35.0,3.0,tetrahedral
771,ni,2.0,acetonitrile_acetonitrile_acetonitrile_pyridine,30.0,3.0,tetrahedral
772,ni,2.0,cyanate_acetonitrile_acetonitrile_acetonitrile,22.0,3.0,tetrahedral
773,ni,2.0,cyanate_thiopyridine_thiopyridine_thiopyridine,40.0,3.0,tetrahedral
774,ni,2.0,cyanate_cyanate_acetonitrile_acetonitrile,19.0,3.0,tetrahedral
775,ni,2.0,cyanate_cyanate_thiopyridine_thiopyridine,31.0,3.0,tetrahedral
776,ni,2.0,cyanate_cyanate_cyanate_acetonitrile,16.0,3.0,tetrahedral
777,ni,2.0,cyanate_cyanate_cyanate_pyridine,21.0,3.0,tetrahedral
778,ni,2.0,cyanate_cyanate_cyanate_thiopyridine,22.0,3.0,tetrahedral
779,ni,2.0,pyridine_thiopyridine_thiopyridine_thiopyridine,48.0,3.0,tetrahedral
780,ni,2.0,pyridine_pyridine_thiopyridine_thiopyridine,47.0,3.0,tetrahedral
781,ni,2.0,pyridine_pyridine_pyridine_thiopyridine,46.0,3.0,tetrahedral
782,co,2.0,cn_acetonitrile_acetonitrile_acetonitrile,21.0,4.0,tetrahedral
783,co,2.0,cn_cn_acetonitrile_acetonitrile,17.0,4.0,tetrahedral
784,co,2.0,cn_cn_cn_acetonitrile,13.0,4.0,tetrahedral
785,co,2.0,scn_acetonitrile_acetonitrile_acetonitrile,22.0,4.0,tetrahedral
786,co,2.0,scn_cn_cn_cn,10.0,4.0,tetrahedral
787,co,2.0,scn_scn_acetonitrile_acetonitrile,19.0,4.0,tetrahedral
788,co,2.0,scn_scn_cn_cn,11.0,4.0,tetrahedral
789,co,2.0,scn_scn_scn_acetonitrile,16.0,4.0,tetrahedral
790,co,2.0,scn_scn_scn_cn,12.0,4.0,tetrahedral
791,co,3.0,benzisc_methylamine_methylamine_methylamine,38.0,5.0,tetrahedral
792,co,3.0,benzisc_thiopyridine_thiopyridine_thiopyridine,53.0,5.0,tetrahedral
793,co,3.0,benzisc_benzisc_methylamine_methylamine,47.0,5.0,tetrahedral
794,co,3.0,benzisc_benzisc_thiopyridine_thiopyridine,57.0,5.0,tetrahedral
795,co,3.0,benzisc_benzisc_benzisc_methylamine,56.0,5.0,tetrahedral
796,co,3.0,benzisc_benzisc_benzisc_thiopyridine,61.0,5.0,tetrahedral
797,co,3.0,methylamine_thiopyridine_thiopyridine_thiopyridine,44.0,5.0,tetrahedral
798,co,3.0,methylamine_methylamine_thiopyridine_thiopyridine,39.0,5.0,tetrahedral
799,co,3.0,methylamine_methylamine_methylamine_thiopyridine,34.0,5.0,tetrahedral
800,co,3.0,scn_benzisc_benzisc_benzisc,52.0,5.0,tetrahedral
801,co,3.0,scn_thiopyridine_thiopyridine_thiopyridine,40.0,5.0,tetrahedral
802,co,3.0,scn_scn_benzisc_benzisc,39.0,5.0,tetrahedral
803,co,3.0,scn_scn_methylamine_methylamine,21.0,5.0,tetrahedral
804,co,3.0,scn_scn_thiopyridine_thiopyridine,31.0,5.0,tetrahedral
805,co,3.0,scn_scn_scn_benzisc,26.0,5.0,tetrahedral
806,co,3.0,scn_scn_scn_methylamine,17.0,5.0,tetrahedral
807,co,3.0,scn_scn_scn_thiopyridine,22.0,5.0,tetrahedral
808,cr,2.0,hydroxyl_s2-_s2-_s2-,6.0,5.0,tetrahedral
809,cr,2.0,hydroxyl_hydroxyl_s2-_s2-,7.0,5.0,tetrahedral
810,cr,2.0,hydroxyl_hydroxyl_hydroxyl_s2-,8.0,5.0,tetrahedral
811,cr,3.0,cyanopyridine_hydroxyl_hydroxyl_hydroxyl,19.0,4.0,tetrahedral
812,cr,3.0,cyanopyridine_cyanopyridine_thiopyridine_thiopyridine,49.0,4.0,tetrahedral
813,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_hydroxyl,39.0,4.0,tetrahedral
814,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_thiopyridine,49.0,4.0,tetrahedral
815,cr,3.0,hydroxyl_hydrogensulfide_hydrogensulfide_hydrogensulfide,12.0,4.0,tetrahedral
816,cr,3.0,scn_cyanopyridine_cyanopyridine_cyanopyridine,40.0,4.0,tetrahedral
817,cr,3.0,scn_thiopyridine_thiopyridine_thiopyridine,40.0,4.0,tetrahedral
818,cr,3.0,scn_scn_cyanopyridine_cyanopyridine,31.0,4.0,tetrahedral
819,cr,3.0,scn_scn_hydroxyl_hydroxyl,11.0,4.0,tetrahedral
820,cr,3.0,scn_scn_thiopyridine_thiopyridine,31.0,4.0,tetrahedral
821,cr,3.0,scn_scn_scn_cyanopyridine,22.0,4.0,tetrahedral
822,cr,3.0,scn_scn_scn_hydroxyl,12.0,4.0,tetrahedral
823,cr,3.0,thiopyridine_thiopyridine_hydroxyl_hydroxyl,29.0,4.0,tetrahedral
824,cr,3.0,thiopyridine_thiopyridine_thiopyridine_hydroxyl,39.0,4.0,tetrahedral
825,fe,2.0,furan_hydrogensulfide_hydrogensulfide_hydrogensulfide,19.0,5.0,tetrahedral
826,fe,2.0,furan_furan_hydrogensulfide_hydrogensulfide,25.0,5.0,tetrahedral
827,fe,2.0,furan_furan_furan_hydrogensulfide,31.0,5.0,tetrahedral
828,fe,2.0,scn_furan_furan_furan,31.0,5.0,tetrahedral
829,fe,2.0,scn_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,5.0,tetrahedral
830,fe,2.0,scn_scn_furan_furan,25.0,5.0,tetrahedral
831,fe,2.0,scn_scn_hydrogensulfide_hydrogensulfide,13.0,5.0,tetrahedral
832,fe,2.0,scn_scn_scn_furan,19.0,5.0,tetrahedral
833,fe,2.0,scn_scn_scn_hydrogensulfide,13.0,5.0,tetrahedral
834,fe,3.0,acetonitrile_benzisc_benzisc_benzisc,55.0,6.0,tetrahedral
835,fe,3.0,acetonitrile_methylamine_methylamine_methylamine,28.0,6.0,tetrahedral
836,fe,3.0,acetonitrile_thiopyridine_thiopyridine_thiopyridine,43.0,6.0,tetrahedral
837,fe,3.0,acetonitrile_acetonitrile_benzisc_benzisc,45.0,6.0,tetrahedral
838,fe,3.0,acetonitrile_acetonitrile_cyanopyridine_cyanopyridine,37.0,6.0,tetrahedral
839,fe,3.0,acetonitrile_acetonitrile_methylamine_methylamine,27.0,6.0,tetrahedral
840,fe,3.0,acetonitrile_acetonitrile_thiopyridine_thiopyridine,37.0,6.0,tetrahedral
841,fe,3.0,acetonitrile_acetonitrile_acetonitrile_benzisc,35.0,6.0,tetrahedral
842,fe,3.0,acetonitrile_acetonitrile_acetonitrile_cyanopyridine,31.0,6.0,tetrahedral
843,fe,3.0,acetonitrile_acetonitrile_acetonitrile_methylamine,26.0,6.0,tetrahedral
844,fe,3.0,acetonitrile_acetonitrile_acetonitrile_thiopyridine,31.0,6.0,tetrahedral
845,fe,3.0,benzisc_cyanopyridine_cyanopyridine_cyanopyridine,53.0,6.0,tetrahedral
846,fe,3.0,benzisc_methylamine_methylamine_methylamine,38.0,6.0,tetrahedral
847,fe,3.0,benzisc_thiopyridine_thiopyridine_thiopyridine,53.0,6.0,tetrahedral
848,fe,3.0,benzisc_benzisc_cyanopyridine_cyanopyridine,57.0,6.0,tetrahedral
849,fe,3.0,benzisc_benzisc_methylamine_methylamine,47.0,6.0,tetrahedral
850,fe,3.0,benzisc_benzisc_thiopyridine_thiopyridine,57.0,6.0,tetrahedral
851,fe,3.0,benzisc_benzisc_benzisc_cyanopyridine,61.0,6.0,tetrahedral
852,fe,3.0,benzisc_benzisc_benzisc_methylamine,56.0,6.0,tetrahedral
853,fe,3.0,benzisc_benzisc_benzisc_thiopyridine,61.0,6.0,tetrahedral
854,fe,3.0,cyanopyridine_methylamine_methylamine_methylamine,34.0,6.0,tetrahedral
855,fe,3.0,cyanopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,6.0,tetrahedral
856,fe,3.0,cyanopyridine_cyanopyridine_methylamine_methylamine,39.0,6.0,tetrahedral
857,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_methylamine,44.0,6.0,tetrahedral
858,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_thiopyridine,49.0,6.0,tetrahedral
859,fe,3.0,methylamine_thiopyridine_thiopyridine_thiopyridine,44.0,6.0,tetrahedral
860,fe,3.0,methylamine_methylamine_thiopyridine_thiopyridine,39.0,6.0,tetrahedral
861,fe,3.0,methylamine_methylamine_methylamine_thiopyridine,34.0,6.0,tetrahedral
862,fe,3.0,scn_acetonitrile_acetonitrile_acetonitrile,22.0,6.0,tetrahedral
863,fe,3.0,scn_benzisc_benzisc_benzisc,52.0,6.0,tetrahedral
864,fe,3.0,scn_methylamine_methylamine_methylamine,25.0,6.0,tetrahedral
865,fe,3.0,scn_thiopyridine_thiopyridine_thiopyridine,40.0,6.0,tetrahedral
866,fe,3.0,scn_scn_acetonitrile_acetonitrile,19.0,6.0,tetrahedral
867,fe,3.0,scn_scn_benzisc_benzisc,39.0,6.0,tetrahedral
868,fe,3.0,scn_scn_cyanopyridine_cyanopyridine,31.0,6.0,tetrahedral
869,fe,3.0,scn_scn_methylamine_methylamine,21.0,6.0,tetrahedral
870,fe,3.0,scn_scn_thiopyridine_thiopyridine,31.0,6.0,tetrahedral
871,fe,3.0,scn_scn_scn_acetonitrile,16.0,6.0,tetrahedral
872,fe,3.0,scn_scn_scn_benzisc,26.0,6.0,tetrahedral
873,fe,3.0,scn_scn_scn_cyanopyridine,22.0,6.0,tetrahedral
874,fe,3.0,scn_scn_scn_methylamine,17.0,6.0,tetrahedral
875,fe,3.0,scn_scn_scn_thiopyridine,22.0,6.0,tetrahedral
876,mn,2.0,furan_pph3_pph3_pph3,112.0,6.0,tetrahedral
877,mn,2.0,furan_furan_furan_hydroxyl,30.0,6.0,tetrahedral
878,mn,2.0,furan_furan_furan_pph3,62.0,6.0,tetrahedral
879,mn,2.0,pph3_hydroxyl_hydroxyl_hydroxyl,41.0,6.0,tetrahedral
880,mn,2.0,pph3_pph3_thiopyridine_thiopyridine,93.0,6.0,tetrahedral
881,mn,2.0,pph3_pph3_pph3_thiopyridine,115.0,6.0,tetrahedral
882,mn,2.0,thiopyridine_hydroxyl_hydroxyl_hydroxyl,19.0,6.0,tetrahedral
883,mn,3.0,cyanopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,5.0,tetrahedral
884,mn,3.0,cyanopyridine_cyanopyridine_thiopyridine_thiopyridine,49.0,5.0,tetrahedral
885,ni,2.0,acetonitrile_thiopyridine_thiopyridine_thiopyridine,43.0,3.0,tetrahedral
886,ni,2.0,acetonitrile_acetonitrile_thiopyridine_thiopyridine,37.0,3.0,tetrahedral
887,ni,2.0,acetonitrile_acetonitrile_acetonitrile_thiopyridine,31.0,3.0,tetrahedral
888,co,2.0,chloride_chloride_chloride_chloride,5.0,2.0,tetrahedral
889,co,2.0,cyanate_cyanate_cyanate_cyanate,13.0,2.0,tetrahedral
890,co,2.0,iodide_iodide_iodide_iodide,5.0,2.0,tetrahedral
891,co,2.0,scn_scn_scn_scn,13.0,2.0,tetrahedral
892,co,3.0,chloride_chloride_chloride_chloride,5.0,1.0,tetrahedral
893,co,3.0,fluoride_fluoride_fluoride_fluoride,5.0,1.0,tetrahedral
894,co,3.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,1.0,tetrahedral
895,co,3.0,iodide_iodide_iodide_iodide,5.0,1.0,tetrahedral
896,cr,2.0,acac_acac_acac_acac,29.0,1.0,tetrahedral
897,cr,2.0,benzisc_benzisc_benzisc_benzisc,65.0,1.0,tetrahedral
898,cr,2.0,chloride_chloride_chloride_chloride,5.0,1.0,tetrahedral
899,cr,2.0,fluoride_fluoride_fluoride_fluoride,5.0,1.0,tetrahedral
900,cr,2.0,furan_furan_furan_furan,37.0,1.0,tetrahedral
901,cr,2.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,1.0,tetrahedral
902,cr,2.0,iodide_iodide_iodide_iodide,5.0,1.0,tetrahedral
903,cr,2.0,mec_mec_mec_mec,31.0,1.0,tetrahedral
904,cr,2.0,methylamine_methylamine_methylamine_methylamine,29.0,1.0,tetrahedral
905,cr,2.0,ox_ox_ox_ox,13.0,1.0,tetrahedral
906,cr,2.0,pyridine_pyridine_pyridine_pyridine,45.0,1.0,tetrahedral
907,cr,2.0,s2-_s2-_s2-_s2-,5.0,1.0,tetrahedral
908,cr,2.0,tbuc_tbuc_tbuc_tbuc,49.0,1.0,tetrahedral
909,cr,3.0,acac_acac_acac_acac,29.0,2.0,tetrahedral
910,cr,3.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,2.0,tetrahedral
911,cr,3.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,2.0,tetrahedral
912,cr,3.0,ammonia_ammonia_ammonia_ammonia,17.0,2.0,tetrahedral
913,cr,3.0,bipy_bipy_bipy_bipy,41.0,2.0,tetrahedral
914,cr,3.0,chloride_chloride_chloride_chloride,5.0,2.0,tetrahedral
915,cr,3.0,cn_cn_cn_cn,9.0,2.0,tetrahedral
916,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,2.0,tetrahedral
917,cr,3.0,en_en_en_en,25.0,2.0,tetrahedral
918,cr,3.0,fluoride_fluoride_fluoride_fluoride,5.0,2.0,tetrahedral
919,cr,3.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,2.0,tetrahedral
920,cr,3.0,furan_furan_furan_furan,37.0,2.0,tetrahedral
921,cr,3.0,hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,13.0,2.0,tetrahedral
922,cr,3.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,2.0,tetrahedral
923,cr,3.0,iodide_iodide_iodide_iodide,5.0,2.0,tetrahedral
924,cr,3.0,mebipy_mebipy_mebipy_mebipy,53.0,2.0,tetrahedral
925,cr,3.0,mec_mec_mec_mec,31.0,2.0,tetrahedral
926,cr,3.0,methylamine_methylamine_methylamine_methylamine,29.0,2.0,tetrahedral
927,cr,3.0,ncs_ncs_ncs_ncs,13.0,2.0,tetrahedral
928,cr,3.0,ox_ox_ox_ox,13.0,2.0,tetrahedral
929,cr,3.0,phen_phen_phen_phen,45.0,2.0,tetrahedral
930,cr,3.0,phenisc_phenisc_phenisc_phenisc,53.0,2.0,tetrahedral
931,cr,3.0,phosphine_phosphine_phosphine_phosphine,17.0,2.0,tetrahedral
932,cr,3.0,pisc_pisc_pisc_pisc,101.0,2.0,tetrahedral
933,cr,3.0,pyridine_pyridine_pyridine_pyridine,45.0,2.0,tetrahedral
934,cr,3.0,s2-_s2-_s2-_s2-,5.0,2.0,tetrahedral
935,cr,3.0,scn_scn_scn_scn,13.0,2.0,tetrahedral
936,cr,3.0,tbuc_tbuc_tbuc_tbuc,49.0,2.0,tetrahedral
937,cr,3.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,2.0,tetrahedral
938,cr,3.0,water_water_water_water,13.0,2.0,tetrahedral
939,fe,2.0,chloride_chloride_chloride_chloride,5.0,1.0,tetrahedral
940,fe,2.0,iodide_iodide_iodide_iodide,5.0,1.0,tetrahedral
941,fe,3.0,acac_acac_acac_acac,29.0,2.0,tetrahedral
942,fe,3.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,2.0,tetrahedral
943,fe,3.0,ammonia_ammonia_ammonia_ammonia,17.0,2.0,tetrahedral
944,fe,3.0,benzisc_benzisc_benzisc_benzisc,65.0,2.0,tetrahedral
945,fe,3.0,bipy_bipy_bipy_bipy,41.0,2.0,tetrahedral
946,fe,3.0,chloride_chloride_chloride_chloride,5.0,2.0,tetrahedral
947,fe,3.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,2.0,tetrahedral
948,fe,3.0,fluoride_fluoride_fluoride_fluoride,5.0,2.0,tetrahedral
949,fe,3.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,2.0,tetrahedral
950,fe,3.0,iodide_iodide_iodide_iodide,5.0,2.0,tetrahedral
951,fe,3.0,methylamine_methylamine_methylamine_methylamine,29.0,2.0,tetrahedral
952,fe,3.0,ncs_ncs_ncs_ncs,13.0,2.0,tetrahedral
953,fe,3.0,ox_ox_ox_ox,13.0,2.0,tetrahedral
954,fe,3.0,pyridine_pyridine_pyridine_pyridine,45.0,2.0,tetrahedral
955,fe,3.0,scn_scn_scn_scn,13.0,2.0,tetrahedral
956,mn,2.0,chloride_chloride_chloride_chloride,5.0,2.0,tetrahedral
957,mn,2.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,2.0,tetrahedral
958,mn,2.0,iodide_iodide_iodide_iodide,5.0,2.0,tetrahedral
959,mn,2.0,pph3_pph3_pph3_pph3,137.0,2.0,tetrahedral
960,mn,2.0,scn_scn_scn_scn,13.0,2.0,tetrahedral
961,mn,2.0,tbuc_tbuc_tbuc_tbuc,49.0,2.0,tetrahedral
962,mn,3.0,acac_acac_acac_acac,29.0,1.0,tetrahedral
963,mn,3.0,aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine_aceticacidbipyridine,65.0,1.0,tetrahedral
964,mn,3.0,acetonitrile_acetonitrile_acetonitrile_acetonitrile,25.0,1.0,tetrahedral
965,mn,3.0,ammonia_ammonia_ammonia_ammonia,17.0,1.0,tetrahedral
966,mn,3.0,bipy_bipy_bipy_bipy,41.0,1.0,tetrahedral
967,mn,3.0,chloride_chloride_chloride_chloride,5.0,1.0,tetrahedral
968,mn,3.0,cn_cn_cn_cn,9.0,1.0,tetrahedral
969,mn,3.0,cyanopyridine_cyanopyridine_cyanopyridine_cyanopyridine,49.0,1.0,tetrahedral
970,mn,3.0,fluoride_fluoride_fluoride_fluoride,5.0,1.0,tetrahedral
971,mn,3.0,formaldehyde_formaldehyde_formaldehyde_formaldehyde,17.0,1.0,tetrahedral
972,mn,3.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,1.0,tetrahedral
973,mn,3.0,iodide_iodide_iodide_iodide,5.0,1.0,tetrahedral
974,mn,3.0,mebipy_mebipy_mebipy_mebipy,53.0,1.0,tetrahedral
975,mn,3.0,mec_mec_mec_mec,31.0,1.0,tetrahedral
976,mn,3.0,methylamine_methylamine_methylamine_methylamine,29.0,1.0,tetrahedral
977,mn,3.0,misc_misc_misc_misc,25.0,1.0,tetrahedral
978,mn,3.0,ncs_ncs_ncs_ncs,13.0,1.0,tetrahedral
979,mn,3.0,phen_phen_phen_phen,45.0,1.0,tetrahedral
980,mn,3.0,pyridine_pyridine_pyridine_pyridine,45.0,1.0,tetrahedral
981,mn,3.0,scn_scn_scn_scn,13.0,1.0,tetrahedral
982,mn,3.0,tbuc_tbuc_tbuc_tbuc,49.0,1.0,tetrahedral
983,mn,3.0,thiopyridine_thiopyridine_thiopyridine_thiopyridine,49.0,1.0,tetrahedral
984,ni,2.0,chloride_chloride_chloride_chloride,5.0,1.0,tetrahedral
985,ni,2.0,hydroxyl_hydroxyl_hydroxyl_hydroxyl,9.0,1.0,tetrahedral
986,co,2.0,acetonitrile_chloride_chloride_chloride,10.0,2.0,tetrahedral
987,co,2.0,acetonitrile_fluoride_fluoride_fluoride,10.0,2.0,tetrahedral
988,co,2.0,acetonitrile_acetonitrile_chloride_chloride,15.0,2.0,tetrahedral
989,co,2.0,acetonitrile_acetonitrile_fluoride_fluoride,15.0,2.0,tetrahedral
990,co,2.0,acetonitrile_acetonitrile_acetonitrile_chloride,20.0,2.0,tetrahedral
991,co,2.0,acetonitrile_acetonitrile_acetonitrile_fluoride,20.0,2.0,tetrahedral
992,co,2.0,ammonia_fluoride_fluoride_fluoride,8.0,2.0,tetrahedral
993,co,2.0,cn_chloride_chloride_chloride,6.0,2.0,tetrahedral
994,co,2.0,cn_fluoride_fluoride_fluoride,6.0,2.0,tetrahedral
995,co,2.0,fluoride_chloride_chloride_chloride,5.0,2.0,tetrahedral
996,co,2.0,fluoride_iodide_iodide_iodide,5.0,2.0,tetrahedral
997,co,2.0,fluoride_fluoride_chloride_chloride,5.0,2.0,tetrahedral
998,co,2.0,formaldehyde_chloride_chloride_chloride,8.0,2.0,tetrahedral
999,co,2.0,formaldehyde_formaldehyde_chloride_chloride,11.0,2.0,tetrahedral
1000,co,2.0,formaldehyde_formaldehyde_formaldehyde_chloride,14.0,2.0,tetrahedral
1001,co,2.0,scn_scn_chloride_chloride,9.0,2.0,tetrahedral
1002,co,2.0,scn_scn_scn_chloride,11.0,2.0,tetrahedral
1003,co,2.0,scn_scn_scn_fluoride,11.0,2.0,tetrahedral
1004,co,3.0,benzisc_chloride_chloride_chloride,20.0,1.0,tetrahedral
1005,co,3.0,formaldehyde_chloride_chloride_chloride,8.0,1.0,tetrahedral
1006,co,3.0,formaldehyde_formaldehyde_formaldehyde_chloride,14.0,1.0,tetrahedral
1007,co,3.0,ncs_chloride_chloride_chloride,7.0,1.0,tetrahedral
1008,co,3.0,ncs_ncs_chloride_chloride,9.0,1.0,tetrahedral
1009,co,3.0,ncs_ncs_ncs_chloride,11.0,1.0,tetrahedral
1010,co,3.0,thiopyridine_chloride_chloride_chloride,16.0,1.0,tetrahedral
1011,cr,2.0,chloride_chloride_chloride_hydroxyl,6.0,1.0,tetrahedral
1012,cr,2.0,fluoride_chloride_chloride_chloride,5.0,1.0,tetrahedral
1013,cr,2.0,fluoride_hydroxyl_hydroxyl_hydroxyl,8.0,1.0,tetrahedral
1014,cr,2.0,fluoride_iodide_iodide_iodide,5.0,1.0,tetrahedral
1015,cr,2.0,fluoride_s2-_s2-_s2-,5.0,1.0,tetrahedral
1016,cr,2.0,fluoride_fluoride_hydroxyl_hydroxyl,7.0,1.0,tetrahedral
1017,cr,2.0,fluoride_fluoride_iodide_iodide,5.0,1.0,tetrahedral
1018,cr,2.0,fluoride_fluoride_s2-_s2-,5.0,1.0,tetrahedral
1019,cr,2.0,fluoride_fluoride_fluoride_hydroxyl,6.0,1.0,tetrahedral
1020,cr,2.0,fluoride_fluoride_fluoride_s2-,5.0,1.0,tetrahedral
1021,cr,3.0,chloride_chloride_hydroxyl_hydroxyl,7.0,2.0,tetrahedral
1022,cr,3.0,chloride_chloride_chloride_hydroxyl,6.0,2.0,tetrahedral
1023,cr,3.0,cyanopyridine_chloride_chloride_chloride,16.0,2.0,tetrahedral
1024,cr,3.0,cyanopyridine_fluoride_fluoride_fluoride,16.0,2.0,tetrahedral
1025,cr,3.0,cyanopyridine_cyanopyridine_chloride_chloride,27.0,2.0,tetrahedral
1026,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_chloride,38.0,2.0,tetrahedral
1027,cr,3.0,cyanopyridine_cyanopyridine_cyanopyridine_fluoride,38.0,2.0,tetrahedral
1028,cr,3.0,fluoride_chloride_chloride_chloride,5.0,2.0,tetrahedral
1029,cr,3.0,fluoride_hydrogensulfide_hydrogensulfide_hydrogensulfide,11.0,2.0,tetrahedral
1030,cr,3.0,fluoride_hydroxyl_hydroxyl_hydroxyl,8.0,2.0,tetrahedral
1031,cr,3.0,fluoride_iodide_iodide_iodide,5.0,2.0,tetrahedral
1032,cr,3.0,fluoride_fluoride_chloride_chloride,5.0,2.0,tetrahedral
1033,cr,3.0,fluoride_fluoride_hydroxyl_hydroxyl,7.0,2.0,tetrahedral
1034,cr,3.0,fluoride_fluoride_iodide_iodide,5.0,2.0,tetrahedral
1035,cr,3.0,fluoride_fluoride_fluoride_chloride,5.0,2.0,tetrahedral
1036,cr,3.0,fluoride_fluoride_fluoride_hydroxyl,6.0,2.0,tetrahedral
1037,cr,3.0,fluoride_fluoride_fluoride_iodide,5.0,2.0,tetrahedral
1038,cr,3.0,formaldehyde_formaldehyde_fluoride_fluoride,11.0,2.0,tetrahedral
1039,cr,3.0,formaldehyde_formaldehyde_formaldehyde_fluoride,14.0,2.0,tetrahedral
1040,cr,3.0,ncs_chloride_chloride_chloride,7.0,2.0,tetrahedral
1041,cr,3.0,ncs_fluoride_fluoride_fluoride,7.0,2.0,tetrahedral
1042,cr,3.0,ncs_ncs_chloride_chloride,9.0,2.0,tetrahedral
1043,cr,3.0,ncs_ncs_fluoride_fluoride,9.0,2.0,tetrahedral
1044,cr,3.0,ncs_ncs_ncs_chloride,11.0,2.0,tetrahedral
1045,cr,3.0,ncs_ncs_ncs_fluoride,11.0,2.0,tetrahedral
1046,cr,3.0,pyridine_chloride_chloride_chloride,15.0,2.0,tetrahedral
1047,cr,3.0,pyridine_fluoride_fluoride_fluoride,15.0,2.0,tetrahedral
1048,cr,3.0,pyridine_pyridine_chloride_chloride,25.0,2.0,tetrahedral
1049,cr,3.0,pyridine_pyridine_fluoride_fluoride,25.0,2.0,tetrahedral
1050,cr,3.0,pyridine_pyridine_pyridine_chloride,35.0,2.0,tetrahedral
1051,cr,3.0,pyridine_pyridine_pyridine_fluoride,35.0,2.0,tetrahedral
1052,cr,3.0,scn_chloride_chloride_chloride,7.0,2.0,tetrahedral
1053,cr,3.0,scn_scn_chloride_chloride,9.0,2.0,tetrahedral
1054,cr,3.0,scn_scn_fluoride_fluoride,9.0,2.0,tetrahedral
1055,cr,3.0,scn_scn_scn_chloride,11.0,2.0,tetrahedral
1056,cr,3.0,scn_scn_scn_fluoride,11.0,2.0,tetrahedral
1057,cr,3.0,thiopyridine_chloride_chloride_chloride,16.0,2.0,tetrahedral
1058,cr,3.0,thiopyridine_fluoride_fluoride_fluoride,16.0,2.0,tetrahedral
1059,cr,3.0,thiopyridine_thiopyridine_chloride_chloride,27.0,2.0,tetrahedral
1060,cr,3.0,thiopyridine_thiopyridine_fluoride_fluoride,27.0,2.0,tetrahedral
1061,cr,3.0,thiopyridine_thiopyridine_thiopyridine_chloride,38.0,2.0,tetrahedral
1062,cr,3.0,thiopyridine_thiopyridine_thiopyridine_fluoride,38.0,2.0,tetrahedral
1063,fe,2.0,cyanate_chloride_chloride_chloride,7.0,1.0,tetrahedral
1064,fe,2.0,cyanate_cyanate_chloride_chloride,9.0,1.0,tetrahedral
1065,fe,2.0,cyanate_cyanate_cyanate_chloride,11.0,1.0,tetrahedral
1066,fe,2.0,fluoride_chloride_chloride_chloride,5.0,1.0,tetrahedral
1067,fe,2.0,fluoride_fluoride_chloride_chloride,5.0,1.0,tetrahedral
